Id,Straatnaam,Huisnummer,Huisletter,Huisnummertoevoeging,Postcode,Woonplaatsnaam,Statusadres,Gebruiksdoelwoonfunctie,Afvalwijzerinstructie,Afvalwijzerbasisroutetypeid,Afvalwijzerroutenaam,Afvalwijzerperxweken,Afvalwijzerbuitenzettenvanaftot,Afvalwijzerbuitenzettenvanaf,Afvalwijzerbuitenzettentot,Afvalwijzerafvalkalenderopmerking,Afvalwijzerafvalkalenderfrequentie,Afvalwijzerfractienaam,Afvalwijzerfractiecode,Afvalwijzerroutetypenaam,Afvalwijzerophaaldagen,Afvalwijzerafvalkalendermelding,Afvalwijzerafvalkalendervan,Afvalwijzerafvalkalendertot,Afvalwijzerbasisroutetype,Afvalwijzerbasisroutetypeomschrijving,Afvalwijzerbasisroutetypecode,Afvalwijzergeometrie,Afvalwijzerinstructie2,Afvalwijzerophaaldagen2,Afvalwijzerwaar,Afvalwijzerbuitenzetten,Afvalwijzerbuttontekst,Afvalwijzerurl,Bagnummeraanduidingid,Gbdbuurtid,Gbdbuurtcode,Afvalwijzerinzamelgebiednaam,Afvalwijzerinzamelgebiedcode
0363200000007028~Rest,Eerste Coehoornstraat,8,,,1018NP,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283849,Rest_Centrum_Alle Dagen,1,,,,,,Rest,Rest,Ondergronds Statisch,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Verzamelcontainers,Ondergronds Statisch,OGRSTAT,SRID=28992;POINT (123594 486823),In de container voor restafval,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007028,03630980000084,AK05,A-Centrum-Stedelijke_Inzameling-F-517 (Oostelijke eilanden),F-517
0363200000007028~Textiel,Eerste Coehoornstraat,8,,,1018NP,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (123594 486823),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007028,03630980000084,AK05,,
0363200000007029~Glas,Eerste Coehoornstraat,10,,,1018NP,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (123594 486823),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007029,03630980000084,AK05,,
"0363200000007029~Groente, Fruit en Tuin Afval",Eerste Coehoornstraat,10,,,1018NP,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (123594 486823),Bij het restafval,,,,,,0363200000007029,03630980000084,AK05,Centrum-Oost,GA02
0363200000007029~Grof,Eerste Coehoornstraat,10,,,1018NP,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (123594 486823),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000007029,03630980000084,AK05,Centrum-Oost,GA02
0363200000007029~Papier,Eerste Coehoornstraat,10,,,1018NP,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (123594 486823),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007029,03630980000084,AK05,,
0363200000007029~Plastic,Eerste Coehoornstraat,10,,,1018NP,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (123594 486823),Bij het restafval,,,,,,0363200000007029,03630980000084,AK05,,
0363200000007029~Rest,Eerste Coehoornstraat,10,,,1018NP,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283849,Rest_Centrum_Alle Dagen,1,,,,,,Rest,Rest,Ondergronds Statisch,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Verzamelcontainers,Ondergronds Statisch,OGRSTAT,SRID=28992;POINT (123594 486823),In de container voor restafval,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007029,03630980000084,AK05,A-Centrum-Stedelijke_Inzameling-F-517 (Oostelijke eilanden),F-517
0363200000007029~Textiel,Eerste Coehoornstraat,10,,,1018NP,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (123594 486823),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007029,03630980000084,AK05,,
0363200000007030~Glas,Eerste Coehoornstraat,12,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (123595 486823),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007030,03630980000084,AK05,,
"0363200000007030~Groente, Fruit en Tuin Afval",Eerste Coehoornstraat,12,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (123595 486823),Bij het restafval,,,,,,0363200000007030,03630980000084,AK05,Centrum-Oost,GA02
0363200000007030~Grof,Eerste Coehoornstraat,12,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (123595 486823),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000007030,03630980000084,AK05,Centrum-Oost,GA02
0363200000007030~Papier,Eerste Coehoornstraat,12,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (123595 486823),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007030,03630980000084,AK05,,
0363200000007030~Plastic,Eerste Coehoornstraat,12,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (123595 486823),Bij het restafval,,,,,,0363200000007030,03630980000084,AK05,,
0363200000007030~Rest,Eerste Coehoornstraat,12,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283849,Rest_Centrum_Alle Dagen,1,,,,,,Rest,Rest,Ondergronds Statisch,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Verzamelcontainers,Ondergronds Statisch,OGRSTAT,SRID=28992;POINT (123595 486823),In de container voor restafval,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007030,03630980000084,AK05,A-Centrum-Stedelijke_Inzameling-F-517 (Oostelijke eilanden),F-517
0363200000007030~Textiel,Eerste Coehoornstraat,12,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (123595 486823),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007030,03630980000084,AK05,,
0363200000007031~Glas,Eerste Coehoornstraat,14,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (123595 486822),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007031,03630980000084,AK05,,
"0363200000007031~Groente, Fruit en Tuin Afval",Eerste Coehoornstraat,14,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (123595 486822),Bij het restafval,,,,,,0363200000007031,03630980000084,AK05,Centrum-Oost,GA02
0363200000007031~Grof,Eerste Coehoornstraat,14,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (123595 486822),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000007031,03630980000084,AK05,Centrum-Oost,GA02
0363200000007031~Papier,Eerste Coehoornstraat,14,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (123595 486822),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007031,03630980000084,AK05,,
0363200000007031~Plastic,Eerste Coehoornstraat,14,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (123595 486822),Bij het restafval,,,,,,0363200000007031,03630980000084,AK05,,
0363200000007031~Rest,Eerste Coehoornstraat,14,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283849,Rest_Centrum_Alle Dagen,1,,,,,,Rest,Rest,Ondergronds Statisch,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Verzamelcontainers,Ondergronds Statisch,OGRSTAT,SRID=28992;POINT (123595 486822),In de container voor restafval,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007031,03630980000084,AK05,A-Centrum-Stedelijke_Inzameling-F-517 (Oostelijke eilanden),F-517
0363200000007031~Textiel,Eerste Coehoornstraat,14,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (123595 486822),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007031,03630980000084,AK05,,
0363200000007032~Glas,Eerste Coehoornstraat,16,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (123595 486822),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007032,03630980000084,AK05,,
"0363200000007032~Groente, Fruit en Tuin Afval",Eerste Coehoornstraat,16,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (123595 486822),Bij het restafval,,,,,,0363200000007032,03630980000084,AK05,Centrum-Oost,GA02
0363200000007032~Grof,Eerste Coehoornstraat,16,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (123595 486822),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000007032,03630980000084,AK05,Centrum-Oost,GA02
0363200000007032~Papier,Eerste Coehoornstraat,16,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (123595 486822),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007032,03630980000084,AK05,,
0363200000007032~Plastic,Eerste Coehoornstraat,16,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (123595 486822),Bij het restafval,,,,,,0363200000007032,03630980000084,AK05,,
0363200000007032~Rest,Eerste Coehoornstraat,16,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283849,Rest_Centrum_Alle Dagen,1,,,,,,Rest,Rest,Ondergronds Statisch,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Verzamelcontainers,Ondergronds Statisch,OGRSTAT,SRID=28992;POINT (123595 486822),In de container voor restafval,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007032,03630980000084,AK05,A-Centrum-Stedelijke_Inzameling-F-517 (Oostelijke eilanden),F-517
0363200000007032~Textiel,Eerste Coehoornstraat,16,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (123595 486822),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007032,03630980000084,AK05,,
0363200000007033~Glas,Eerste Coehoornstraat,18,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (123595 486822),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007033,03630980000084,AK05,,
"0363200000007033~Groente, Fruit en Tuin Afval",Eerste Coehoornstraat,18,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (123595 486822),Bij het restafval,,,,,,0363200000007033,03630980000084,AK05,Centrum-Oost,GA02
0363200000007033~Grof,Eerste Coehoornstraat,18,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (123595 486822),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000007033,03630980000084,AK05,Centrum-Oost,GA02
0363200000007033~Papier,Eerste Coehoornstraat,18,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (123595 486822),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007033,03630980000084,AK05,,
0363200000007033~Plastic,Eerste Coehoornstraat,18,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (123595 486822),Bij het restafval,,,,,,0363200000007033,03630980000084,AK05,,
0363200000007033~Rest,Eerste Coehoornstraat,18,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283849,Rest_Centrum_Alle Dagen,1,,,,,,Rest,Rest,Ondergronds Statisch,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Verzamelcontainers,Ondergronds Statisch,OGRSTAT,SRID=28992;POINT (123595 486822),In de container voor restafval,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007033,03630980000084,AK05,A-Centrum-Stedelijke_Inzameling-F-517 (Oostelijke eilanden),F-517
0363200000007033~Textiel,Eerste Coehoornstraat,18,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (123595 486822),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007033,03630980000084,AK05,,
0363200000007034~Glas,Eerste Coehoornstraat,20,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (123596 486821),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007034,03630980000084,AK05,,
"0363200000007034~Groente, Fruit en Tuin Afval",Eerste Coehoornstraat,20,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (123596 486821),Bij het restafval,,,,,,0363200000007034,03630980000084,AK05,Centrum-Oost,GA02
0363200000007034~Grof,Eerste Coehoornstraat,20,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (123596 486821),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000007034,03630980000084,AK05,Centrum-Oost,GA02
0363200000007034~Papier,Eerste Coehoornstraat,20,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (123596 486821),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007034,03630980000084,AK05,,
0363200000007034~Plastic,Eerste Coehoornstraat,20,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (123596 486821),Bij het restafval,,,,,,0363200000007034,03630980000084,AK05,,
0363200000007034~Rest,Eerste Coehoornstraat,20,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283849,Rest_Centrum_Alle Dagen,1,,,,,,Rest,Rest,Ondergronds Statisch,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Verzamelcontainers,Ondergronds Statisch,OGRSTAT,SRID=28992;POINT (123596 486821),In de container voor restafval,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007034,03630980000084,AK05,A-Centrum-Stedelijke_Inzameling-F-517 (Oostelijke eilanden),F-517
0363200000007034~Textiel,Eerste Coehoornstraat,20,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (123596 486821),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007034,03630980000084,AK05,,
0363200000007035~Glas,Eerste Coehoornstraat,22,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (123596 486821),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007035,03630980000084,AK05,,
"0363200000007035~Groente, Fruit en Tuin Afval",Eerste Coehoornstraat,22,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (123596 486821),Bij het restafval,,,,,,0363200000007035,03630980000084,AK05,Centrum-Oost,GA02
0363200000007035~Grof,Eerste Coehoornstraat,22,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (123596 486821),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000007035,03630980000084,AK05,Centrum-Oost,GA02
0363200000007035~Papier,Eerste Coehoornstraat,22,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (123596 486821),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007035,03630980000084,AK05,,
0363200000007035~Plastic,Eerste Coehoornstraat,22,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (123596 486821),Bij het restafval,,,,,,0363200000007035,03630980000084,AK05,,
0363200000007035~Rest,Eerste Coehoornstraat,22,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283849,Rest_Centrum_Alle Dagen,1,,,,,,Rest,Rest,Ondergronds Statisch,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Verzamelcontainers,Ondergronds Statisch,OGRSTAT,SRID=28992;POINT (123596 486821),In de container voor restafval,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007035,03630980000084,AK05,A-Centrum-Stedelijke_Inzameling-F-517 (Oostelijke eilanden),F-517
0363200000007035~Textiel,Eerste Coehoornstraat,22,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (123596 486821),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007035,03630980000084,AK05,,
0363200000007036~Glas,Eerste Coehoornstraat,24,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (123597 486820),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000007036,03630980000084,AK05,,
"0363200000007036~Groente, Fruit en Tuin Afval",Eerste Coehoornstraat,24,,,1018SN,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (123597 486820),Bij het restafval,,,,,,0363200000007036,03630980000084,AK05,Centrum-Oost,GA02
